"Entry"	"Entry.Name"	"Reviewed"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Functions"
"P00420"	"COX3_YEAST"	"reviewed"	"Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)"	"COX3 OXI2 Q0275"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	269	"FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix (Probable). COX3 is a catalytic core subunit (PubMed:30598554). {ECO:0000269|PubMed:30598554, ECO:0000305|PubMed:30598554}."
"P00424"	"COX5A_YEAST"	"reviewed"	"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)"	"COX5A YNL052W N2474 YNL2474W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	153	NA
"P00431"	"CCPR_YEAST"	"reviewed"	"Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)"	"CCP1 CCP CPO YKR066C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	361	"FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems."
"P00445"	"SODC_YEAST"	"reviewed"	"Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)"	"SOD1 YJR104C J1968"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	154	"FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems. {ECO:0000250|UniProtKB:P00442}."
"P00546"	"CDK1_YEAST"	"reviewed"	"Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (Cell division control protein 28) (Cell division protein kinase 1)"	"CDC28 CDK1 HSL5 SRM5 YBR160W YBR1211"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	298	"FUNCTION: Cyclin-dependent kinase that acts as a master regulator of the mitotic and meiotic cell cycles (By similarity). Required to drive the G1-S transition (PubMed:2664468). More than 200 substrates have been identified (PubMed:14574415). Substrate specificity is in part regulated by the bound cyclin protein (By similarity). Phosphorylates YTA7 during S-phase to promote transcription of histones (PubMed:22156209). {ECO:0000250|UniProtKB:P04551, ECO:0000269|PubMed:14574415, ECO:0000269|PubMed:22156209, ECO:0000269|PubMed:2664468}."
"P00549"	"KPYK1_YEAST"	"reviewed"	"Pyruvate kinase 1 (PK 1) (EC 2.7.1.40) (cell division cycle protein 19)"	"CDC19 PYK1 YAL038W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	500	NA
"P00560"	"PGK_YEAST"	"reviewed"	"Phosphoglycerate kinase (EC 2.7.2.3)"	"PGK1 YCR012W YCR12W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	416	NA
"P00572"	"KTHY_YEAST"	"reviewed"	"Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)"	"CDC8 YJR057W J1715"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	216	"FUNCTION: Catalyzes the conversion of dTMP to dTDP. {ECO:0000269|PubMed:6088527}."
"P00635"	"PPA5_YEAST"	"reviewed"	"Repressible acid phosphatase (EC 3.1.3.2) (P60)"	"PHO5 YBR093C YBR0814"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	467	"FUNCTION: Partially mediates extracellular nucleotide derived phosphate hydrolysis along with NPP1 and NPP2. {ECO:0000269|PubMed:16278456}."
"P00724"	"INV2_YEAST"	"reviewed"	"Invertase 2 (EC 3.2.1.26) (Beta-fructofuranosidase 2) (Saccharase)"	"SUC2 YIL162W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	532	NA
"P00729"	"CBPY_YEAST"	"reviewed"	"Carboxypeptidase Y (CPD-Y) (cpY) (EC 3.4.16.5) (Carboxypeptidase YSCY)"	"PRC1 YMR297W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	532	"FUNCTION: Vacuolar serine-type carboxypeptidase involved in degradation of small peptides (PubMed:8679540). Digests preferentially peptides containing an aliphatic or hydrophobic residue in P1' position, as well as methionine, leucine or phenylalanine in P1 position of ester substrate (PubMed:8679540). Also plays a role in breakdown of the autophagic body and the autophagosome-dependent protein synthesis (PubMed:29514932). Plays a key role in phytochelatin (PC) synthesis from glutathione (GSH) by cleaving the Gly from GSH and form the PC-peptides of the structure (gamma-Glu-Cys)2-Gly (PubMed:17408619). Also involved in resistance to xenobiotics via the degradation of glutathione-S-conjugates (PubMed:19897216). {ECO:0000269|PubMed:17408619, ECO:0000269|PubMed:19897216, ECO:0000269|PubMed:29514932, ECO:0000269|PubMed:8679540}."
"P00812"	"ARGI_YEAST"	"reviewed"	"Arginase (EC 3.5.3.1)"	"CAR1 YPL111W LPH15W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	333	NA
"P00815"	"HIS2_YEAST"	"reviewed"	"Histidine biosynthesis trifunctional protein [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphohydrolase (EC 3.6.1.31); Histidinol dehydrogenase (HDH) (EC 1.1.1.23)]"	"HIS4 YCL030C YCL183 YCL30C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	799	NA
"P00817"	"IPYR_YEAST"	"reviewed"	"Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)"	"IPP1 PPA PPA1 YBR011C YBR0202"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	287	NA
"P00830"	"ATPB_YEAST"	"reviewed"	"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)"	"ATP2 YJR121W J2041"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	511	"FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Subunits alpha and beta form the catalytic core in F(1). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits."
"P00854"	"ATP6_YEAST"	"reviewed"	"ATP synthase subunit a (F-ATPase protein 6)"	"ATP6 OLI2 OLI4 PHO1 Q0085"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	259	"FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Key component of the proton channel; it may play a direct role in the translocation of protons across the membrane."
"P00890"	"CISY1_YEAST"	"reviewed"	"Citrate synthase, mitochondrial (EC 2.3.3.1)"	"CIT1 GLU3 LYS6 YNR001C N2019"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	479	"FUNCTION: Specific citrate synthase with catalytic activity only with acetyl-CoA. {ECO:0000269|PubMed:17570335, ECO:0000269|PubMed:28076776}."
"P00924"	"ENO1_YEAST"	"reviewed"	"Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)"	"ENO1 ENOA HSP48 YGR254W G9160"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	437	NA
"P00925"	"ENO2_YEAST"	"reviewed"	"Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)"	"ENO2 ENOB YHR174W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	437	NA
"P00927"	"THDH_YEAST"	"reviewed"	"Threonine dehydratase, mitochondrial (EC 4.3.1.19) (Threonine deaminase)"	"ILV1 YER086W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	576	NA
"P00937"	"TRPG_YEAST"	"reviewed"	"Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (EC 4.1.1.48) (PRAI)]"	"TRP3 YKL211C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	484	NA
"P00942"	"TPIS_YEAST"	"reviewed"	"Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)"	"TPI1 YDR050C YD9609.05C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	248	NA
"P00950"	"PMG1_YEAST"	"reviewed"	"Phosphoglycerate mutase 1 (PGAM 1) (EC 5.4.2.11) (BPG-dependent PGAM 1) (MPGM 1) (Phosphoglyceromutase 1)"	"GPM1 GPM YKL152C YKL607"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	247	"FUNCTION: Interconversion of 3- and 2-phosphoglycerate with 2,3-bisphosphoglycerate as the primer of the reaction. Can also Catalyzes the reaction of EC 5.4.2.4 (synthase), but with a reduced activity. {ECO:0000269|PubMed:1386023, ECO:0000269|PubMed:8240286}."
"P00958"	"SYMC_YEAST"	"reviewed"	"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)"	"MES1 YGR264C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	751	"FUNCTION: Catalyzes the attachment of methionine to tRNA(Met) in a two-step reaction: methionine is first activated by ATP to form Met-AMP and then transferred to the acceptor end of tRNA(Met). {ECO:0000269|PubMed:8895587}."
"P01094"	"IPA3_YEAST"	"reviewed"	"Protease A inhibitor 3 (Proteinase inhibitor I(A)3) (Proteinase yscA-inhibitor) (Saccharopepsin inhibitor)"	"PAI3 YMR174C YM8010.04C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	68	"FUNCTION: Specific and potent inhibitor for yeast aspartic protease A (yscA). The proteinase acts as a folding template stabilizing the helical conformation in the inhibitor, which results in the potent and specific blockage of the proteolytic activity."
"P01097"	"ATIF_YEAST"	"reviewed"	"F(1)-ATPase inhibitor IF(1), mitochondrial (ATPase inhibitory factor 1) (IF(1)) (IF1)"	"INH1 YDL181W D1305"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	85	"FUNCTION: Endogenous ATPase inhibitor, which inhibits specifically the reverse ATPase reaction of mitochondrial F(1)F(0)-type ATP synthase. It limits ATP depletion when the mitochondrial membrane potential falls below a threshold and the F(1)F(0)-ATP synthase starts hydrolyzing ATP to pump protons out of the mitochondrial matrix. Required to avoid the consumption of cellular ATP when the F(1)F(0)-ATP synthase enzyme acts as an ATP hydrolase (PubMed:12167646, PubMed:12809520, PubMed:26420258). Functions through inserting its N-terminal part into the catalytically active F1-ATPase, thereby blocking its rotational movement and subsequently the ATP hydrolase activity (PubMed:23407639). {ECO:0000269|PubMed:12167646, ECO:0000269|PubMed:12809520, ECO:0000269|PubMed:23407639, ECO:0000269|PubMed:26420258}."
"P01119"	"RAS1_YEAST"	"reviewed"	"Ras-like protein 1 (EC 3.6.5.2)"	"RAS1 YOR101W YOR3205W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	309	"FUNCTION: The S.cerevisiae Ras proteins modulate the activity of the adenylate cyclase catalytic subunit and therefore affect the biosynthesis of cyclic-AMP."
"P01120"	"RAS2_YEAST"	"reviewed"	"Ras-like protein 2 (EC 3.6.5.2)"	"RAS2 ASC1 CTN5 GLC5 YNL098C N2198"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	322	"FUNCTION: The S.cerevisiae Ras proteins modulate the activity of the adenylate cyclase catalytic subunit and therefore affect the biosynthesis of cyclic-AMP."
"P01123"	"YPT1_YEAST"	"reviewed"	"GTP-binding protein YPT1 (Protein YP2) (Rab GTPase YPT1) (Transport GTPase YPT1)"	"YPT1 YP2 YFL038C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	206	"FUNCTION: The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different set of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. YPT1 regulates the trafficking of secretory vesicles from the endoplasmic reticulum (ER) to the Golgi. Vesicular transport depends on shuttling of YPT1 between membrane and cytosol by GDI1, probably by recycling it to its membrane of origin after a vesicle fusion event. Plays a role in the initial events of the autophagic vacuole development which take place at specialized regions of the endoplasmic reticulum. Also involved in the recycling of membrane proteins. {ECO:0000269|PubMed:10071213, ECO:0000269|PubMed:11879636, ECO:0000269|PubMed:12189143, ECO:0000269|PubMed:12802060, ECO:0000269|PubMed:15082776, ECO:0000269|PubMed:20375281}."
"P02293"	"H2B1_YEAST"	"reviewed"	"Histone H2B.1 (Suppressor of Ty protein 12)"	"HTB1 H2B1 SPT12 YDR224C YD9934.09C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	131	"FUNCTION: Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling. {ECO:0000269|PubMed:11973294, ECO:0000269|PubMed:12152067, ECO:0000269|PubMed:14752010, ECO:0000269|PubMed:15280549, ECO:0000269|PubMed:15632065, ECO:0000269|PubMed:15632126, ECO:0000269|PubMed:15652479, ECO:0000269|PubMed:15970663, ECO:0000269|PubMed:16598039}."
"P02294"	"H2B2_YEAST"	"reviewed"	"Histone H2B.2"	"HTB2 H2B2 YBL002W YBL0104"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	131	"FUNCTION: Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling. {ECO:0000269|PubMed:12152067, ECO:0000269|PubMed:14752010, ECO:0000269|PubMed:15280549, ECO:0000269|PubMed:15632065, ECO:0000269|PubMed:15652479, ECO:0000269|PubMed:15970663, ECO:0000269|PubMed:16598039}."
"P02309"	"H4_YEAST"	"reviewed"	"Histone H4"	"HHF1 YBR009C YBR0122; HHF2 YNL030W N2752"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	103	"FUNCTION: Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling. Component of the UAF (upstream activation factor) complex which interacts with the upstream element of the RNA polymerase I promoter and forms a stable preinitiation complex. Together with SPT15/TBP UAF seems to stimulate basal transcription to a fully activated level."
"P02400"	"RLA4_YEAST"	"reviewed"	"Large ribosomal subunit protein P2B (P2B) (60S acidic ribosomal protein P2-beta) (L12eIA) (L45) (YL44C) (YP2beta) (YPA1)"	"RPP2B L12EIA RPL45 RPLA4 YDR382W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	110	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
